id,asset_id,machine_name,sensor_type,value,unit,timestamp
1306,A100,Gas Compressor,flow_rate,225.02,m3/h,2026-03-04 15:19:23
959,A300,Water Pump,flow_rate,276.46,m3/h,2026-03-04 15:20:41
1507,A300,Water Pump,flow_rate,258.08,m3/h,2026-03-04 15:24:07
120,A400,Steam Turbine,temperature,55.47,C,2026-03-04 15:24:51
3,A400,Steam Turbine,pressure,4.45,bar,2026-03-04 15:26:04
110,A400,Steam Turbine,flow_rate,230.18,m3/h,2026-03-04 15:26:52
291,A400,Steam Turbine,pressure,11.46,bar,2026-03-04 15:27:25
1624,A400,Steam Turbine,temperature,60.47,C,2026-03-04 15:27:30
1923,A200,Heat Exchanger,pressure,10.63,bar,2026-03-04 15:30:32
1680,A100,Gas Compressor,flow_rate,259.36,m3/h,2026-03-04 15:41:07
985,A400,Steam Turbine,pressure,6.33,bar,2026-03-04 15:42:29
215,A300,Water Pump,flow_rate,287.85,m3/h,2026-03-04 15:44:47
801,A200,Heat Exchanger,temperature,49.29,C,2026-03-04 15:46:48
748,A300,Water Pump,pressure,10.06,bar,2026-03-04 15:55:26
312,A100,Gas Compressor,pressure,9.55,bar,2026-03-04 16:04:02
1567,A200,Heat Exchanger,flow_rate,284.27,m3/h,2026-03-04 16:10:14
1398,A200,Heat Exchanger,pressure,7.61,bar,2026-03-04 16:10:20
453,A400,Steam Turbine,pressure,6.91,bar,2026-03-04 16:13:47
1125,A100,Gas Compressor,pressure,4.44,bar,2026-03-04 16:16:11
779,A300,Water Pump,pressure,8.32,bar,2026-03-04 16:16:18
354,A100,Gas Compressor,flow_rate,273.48,m3/h,2026-03-04 16:16:50
842,A300,Water Pump,temperature,53.74,C,2026-03-04 16:17:45
1021,A400,Steam Turbine,flow_rate,240.75,m3/h,2026-03-04 16:18:40
875,A400,Steam Turbine,pressure,5.64,bar,2026-03-04 16:19:58
136,A300,Water Pump,flow_rate,202.71,m3/h,2026-03-04 16:24:15
1470,A400,Steam Turbine,pressure,6.13,bar,2026-03-04 16:24:43
999,A200,Heat Exchanger,temperature,62.31,C,2026-03-04 16:29:59
937,A200,Heat Exchanger,temperature,53.64,C,2026-03-04 16:36:06
67,A100,Gas Compressor,flow_rate,293.42,m3/h,2026-03-04 16:42:15
1144,A300,Water Pump,temperature,30.54,C,2026-03-04 16:52:36
1957,A400,Steam Turbine,pressure,8.8,bar,2026-03-04 16:53:10
12,A300,Water Pump,pressure,7.65,bar,2026-03-04 16:58:10
551,A400,Steam Turbine,flow_rate,271.01,m3/h,2026-03-04 16:59:07
1150,A300,Water Pump,flow_rate,257.38,m3/h,2026-03-04 17:00:55
1374,A400,Steam Turbine,pressure,8.29,bar,2026-03-04 17:04:39
1025,A300,Water Pump,temperature,44.47,C,2026-03-04 17:04:41
947,A400,Steam Turbine,pressure,9.06,bar,2026-03-04 17:06:45
758,A300,Water Pump,pressure,9.92,bar,2026-03-04 17:14:46
1506,A200,Heat Exchanger,pressure,8.58,bar,2026-03-04 17:25:32
847,A400,Steam Turbine,flow_rate,233.71,m3/h,2026-03-04 17:26:01
881,A300,Water Pump,pressure,5.45,bar,2026-03-04 17:28:05
263,A300,Water Pump,flow_rate,252.82,m3/h,2026-03-04 17:33:05
650,A200,Heat Exchanger,pressure,10.31,bar,2026-03-04 17:33:05
1922,A400,Steam Turbine,pressure,8.62,bar,2026-03-04 17:36:45
1867,A200,Heat Exchanger,flow_rate,241.16,m3/h,2026-03-04 17:42:41
1699,A400,Steam Turbine,pressure,5.18,bar,2026-03-04 17:48:04
688,A200,Heat Exchanger,temperature,63.3,C,2026-03-04 17:49:53
1207,A200,Heat Exchanger,pressure,10.86,bar,2026-03-04 17:57:28
490,A100,Gas Compressor,pressure,6.85,bar,2026-03-04 18:00:25
1498,A200,Heat Exchanger,flow_rate,239.09,m3/h,2026-03-04 18:02:17
482,A200,Heat Exchanger,flow_rate,204.46,m3/h,2026-03-04 18:10:44
1940,A300,Water Pump,pressure,7.1,bar,2026-03-04 18:14:28
1795,A100,Gas Compressor,temperature,57.32,C,2026-03-04 18:14:47
1467,A200,Heat Exchanger,flow_rate,292.33,m3/h,2026-03-04 18:24:16
1787,A200,Heat Exchanger,temperature,41.59,C,2026-03-04 18:28:05
909,A400,Steam Turbine,temperature,39.04,C,2026-03-04 18:32:07
361,A300,Water Pump,temperature,33.05,C,2026-03-04 18:40:05
878,A100,Gas Compressor,flow_rate,203.0,m3/h,2026-03-04 18:41:04
759,A400,Steam Turbine,flow_rate,217.09,m3/h,2026-03-04 18:41:36
691,A300,Water Pump,pressure,10.42,bar,2026-03-04 18:55:30
1443,A400,Steam Turbine,flow_rate,299.34,m3/h,2026-03-04 19:01:31
181,A100,Gas Compressor,pressure,7.25,bar,2026-03-04 19:02:59
96,A400,Steam Turbine,flow_rate,283.3,m3/h,2026-03-04 19:16:23
1047,A200,Heat Exchanger,flow_rate,259.14,m3/h,2026-03-04 19:19:50
269,A300,Water Pump,flow_rate,213.19,m3/h,2026-03-04 19:20:10
505,A400,Steam Turbine,temperature,70.56,C,2026-03-04 19:22:23
1201,A300,Water Pump,pressure,7.15,bar,2026-03-04 19:27:42
1817,A100,Gas Compressor,temperature,58.39,C,2026-03-04 19:36:59
6,A200,Heat Exchanger,flow_rate,208.71,m3/h,2026-03-04 19:37:23
633,A100,Gas Compressor,pressure,6.49,bar,2026-03-04 19:39:29
1790,A100,Gas Compressor,flow_rate,273.65,m3/h,2026-03-04 19:45:33
104,A400,Steam Turbine,pressure,7.83,bar,2026-03-04 19:45:45
1438,A200,Heat Exchanger,flow_rate,298.64,m3/h,2026-03-04 19:48:06
1038,A100,Gas Compressor,pressure,7.65,bar,2026-03-04 19:52:44
128,A200,Heat Exchanger,pressure,8.45,bar,2026-03-04 19:54:44
1882,A100,Gas Compressor,flow_rate,262.86,m3/h,2026-03-04 19:55:55
1128,A300,Water Pump,pressure,5.35,bar,2026-03-04 19:56:09
464,A400,Steam Turbine,flow_rate,222.79,m3/h,2026-03-04 19:57:56
1102,A200,Heat Exchanger,flow_rate,295.61,m3/h,2026-03-04 19:58:50
548,A100,Gas Compressor,temperature,57.55,C,2026-03-04 19:59:06
536,A200,Heat Exchanger,pressure,7.14,bar,2026-03-04 20:00:10
1408,A200,Heat Exchanger,temperature,57.04,C,2026-03-04 20:01:13
1734,A400,Steam Turbine,flow_rate,209.4,m3/h,2026-03-04 20:12:31
1993,A100,Gas Compressor,temperature,56.89,C,2026-03-04 20:13:27
1301,A400,Steam Turbine,pressure,6.64,bar,2026-03-04 20:16:11
1844,A300,Water Pump,pressure,10.97,bar,2026-03-04 20:19:13
476,A400,Steam Turbine,pressure,4.43,bar,2026-03-04 20:21:55
1805,A100,Gas Compressor,flow_rate,273.92,m3/h,2026-03-04 20:21:56
1363,A300,Water Pump,flow_rate,281.63,m3/h,2026-03-04 20:30:23
649,A400,Steam Turbine,pressure,10.15,bar,2026-03-04 20:39:18
1364,A300,Water Pump,temperature,58.72,C,2026-03-04 20:46:32
607,A300,Water Pump,pressure,9.56,bar,2026-03-04 20:47:08
850,A200,Heat Exchanger,pressure,4.68,bar,2026-03-04 21:00:10
593,A100,Gas Compressor,pressure,6.64,bar,2026-03-04 21:00:52
199,A300,Water Pump,flow_rate,260.04,m3/h,2026-03-04 21:03:26
856,A100,Gas Compressor,temperature,52.49,C,2026-03-04 21:05:44
766,A100,Gas Compressor,temperature,64.02,C,2026-03-04 21:08:58
1228,A100,Gas Compressor,flow_rate,233.64,m3/h,2026-03-04 21:10:59
542,A300,Water Pump,pressure,9.26,bar,2026-03-04 21:14:32
1367,A400,Steam Turbine,flow_rate,239.52,m3/h,2026-03-04 21:26:15
308,A100,Gas Compressor,flow_rate,210.72,m3/h,2026-03-04 21:30:06
1850,A300,Water Pump,temperature,79.84,C,2026-03-04 21:30:41
30,A400,Steam Turbine,pressure,9.51,bar,2026-03-04 21:33:23
778,A400,Steam Turbine,flow_rate,240.18,m3/h,2026-03-04 21:35:46
1054,A100,Gas Compressor,pressure,6.27,bar,2026-03-04 21:38:57
1538,A400,Steam Turbine,pressure,4.92,bar,2026-03-04 21:40:44
1343,A100,Gas Compressor,flow_rate,262.65,m3/h,2026-03-04 21:41:38
699,A400,Steam Turbine,temperature,36.74,C,2026-03-04 21:45:19
1294,A400,Steam Turbine,flow_rate,234.06,m3/h,2026-03-04 21:48:38
1880,A200,Heat Exchanger,temperature,58.33,C,2026-03-04 21:53:17
172,A200,Heat Exchanger,flow_rate,250.24,m3/h,2026-03-04 21:54:59
1396,A300,Water Pump,flow_rate,247.71,m3/h,2026-03-04 22:00:24
1400,A100,Gas Compressor,temperature,32.86,C,2026-03-04 22:02:01
102,A200,Heat Exchanger,flow_rate,284.89,m3/h,2026-03-04 22:03:37
1589,A400,Steam Turbine,temperature,35.26,C,2026-03-04 22:04:09
253,A400,Steam Turbine,flow_rate,288.93,m3/h,2026-03-04 22:15:02
1274,A200,Heat Exchanger,temperature,31.87,C,2026-03-04 22:15:08
1278,A200,Heat Exchanger,pressure,4.5,bar,2026-03-04 22:16:37
1622,A300,Water Pump,temperature,32.03,C,2026-03-04 22:16:51
1714,A400,Steam Turbine,pressure,6.39,bar,2026-03-04 22:18:19
1480,A400,Steam Turbine,temperature,71.77,C,2026-03-04 22:21:48
332,A200,Heat Exchanger,pressure,6.68,bar,2026-03-04 22:22:19
1702,A100,Gas Compressor,temperature,37.01,C,2026-03-04 22:22:31
1339,A400,Steam Turbine,temperature,61.15,C,2026-03-04 22:23:54
1539,A100,Gas Compressor,temperature,53.44,C,2026-03-04 22:25:22
1677,A100,Gas Compressor,flow_rate,274.61,m3/h,2026-03-04 22:35:57
33,A100,Gas Compressor,pressure,6.22,bar,2026-03-04 22:40:40
756,A400,Steam Turbine,pressure,9.54,bar,2026-03-04 22:41:31
338,A100,Gas Compressor,flow_rate,255.46,m3/h,2026-03-04 22:41:56
1829,A300,Water Pump,pressure,11.21,bar,2026-03-04 22:53:53
1291,A200,Heat Exchanger,pressure,5.39,bar,2026-03-04 23:05:52
1310,A400,Steam Turbine,pressure,10.83,bar,2026-03-04 23:10:29
646,A100,Gas Compressor,pressure,6.4,bar,2026-03-04 23:23:29
200,A200,Heat Exchanger,temperature,64.82,C,2026-03-04 23:27:45
1209,A300,Water Pump,flow_rate,296.41,m3/h,2026-03-04 23:33:05
407,A400,Steam Turbine,pressure,11.25,bar,2026-03-04 23:35:53
1214,A100,Gas Compressor,temperature,43.66,C,2026-03-04 23:37:47
1509,A300,Water Pump,temperature,38.86,C,2026-03-04 23:38:02
75,A200,Heat Exchanger,pressure,7.63,bar,2026-03-04 23:39:53
550,A200,Heat Exchanger,temperature,60.06,C,2026-03-04 23:46:54
1211,A100,Gas Compressor,flow_rate,284.95,m3/h,2026-03-04 23:50:54
1327,A200,Heat Exchanger,flow_rate,211.69,m3/h,2026-03-05 00:04:27
456,A200,Heat Exchanger,flow_rate,269.37,m3/h,2026-03-05 00:07:08
921,A200,Heat Exchanger,temperature,53.61,C,2026-03-05 00:07:47
640,A100,Gas Compressor,pressure,7.85,bar,2026-03-05 00:11:52
498,A100,Gas Compressor,flow_rate,274.35,m3/h,2026-03-05 00:12:41
1466,A300,Water Pump,pressure,6.74,bar,2026-03-05 00:13:37
915,A100,Gas Compressor,pressure,8.25,bar,2026-03-05 00:19:15
275,A100,Gas Compressor,pressure,7.32,bar,2026-03-05 00:32:22
904,A100,Gas Compressor,temperature,35.39,C,2026-03-05 00:35:40
382,A200,Heat Exchanger,pressure,6.13,bar,2026-03-05 00:35:59
419,A100,Gas Compressor,pressure,5.28,bar,2026-03-05 00:39:35
1551,A100,Gas Compressor,temperature,75.45,C,2026-03-05 00:40:03
55,A100,Gas Compressor,flow_rate,216.25,m3/h,2026-03-05 00:41:55
1414,A400,Steam Turbine,flow_rate,254.79,m3/h,2026-03-05 00:45:42
349,A100,Gas Compressor,pressure,7.84,bar,2026-03-05 00:48:16
436,A200,Heat Exchanger,temperature,74.41,C,2026-03-05 00:51:24
823,A400,Steam Turbine,pressure,7.25,bar,2026-03-05 00:51:54
392,A300,Water Pump,pressure,10.08,bar,2026-03-05 00:54:46
1869,A300,Water Pump,temperature,36.26,C,2026-03-05 00:57:14
1935,A100,Gas Compressor,pressure,9.77,bar,2026-03-05 00:58:13
1602,A300,Water Pump,pressure,8.34,bar,2026-03-05 01:03:19
813,A400,Steam Turbine,flow_rate,291.61,m3/h,2026-03-05 01:04:51
1761,A100,Gas Compressor,temperature,37.84,C,2026-03-05 01:22:29
1499,A100,Gas Compressor,flow_rate,297.39,m3/h,2026-03-05 01:44:07
1608,A200,Heat Exchanger,flow_rate,209.34,m3/h,2026-03-05 01:51:04
1541,A300,Water Pump,pressure,4.8,bar,2026-03-05 01:52:32
197,A200,Heat Exchanger,flow_rate,269.53,m3/h,2026-03-05 01:59:41
1210,A200,Heat Exchanger,flow_rate,256.18,m3/h,2026-03-05 02:01:54
994,A100,Gas Compressor,flow_rate,260.91,m3/h,2026-03-05 02:03:25
384,A400,Steam Turbine,flow_rate,223.28,m3/h,2026-03-05 02:14:23
93,A100,Gas Compressor,pressure,9.85,bar,2026-03-05 02:19:06
1755,A400,Steam Turbine,flow_rate,260.86,m3/h,2026-03-05 02:21:10
962,A400,Steam Turbine,flow_rate,207.17,m3/h,2026-03-05 02:21:40
1565,A100,Gas Compressor,temperature,33.62,C,2026-03-05 02:23:50
802,A400,Steam Turbine,flow_rate,222.12,m3/h,2026-03-05 02:27:21
1213,A400,Steam Turbine,temperature,51.72,C,2026-03-05 02:36:54
1547,A100,Gas Compressor,temperature,62.14,C,2026-03-05 02:37:00
1140,A100,Gas Compressor,flow_rate,288.72,m3/h,2026-03-05 02:40:32
1764,A100,Gas Compressor,pressure,11.07,bar,2026-03-05 02:40:33
1983,A300,Water Pump,flow_rate,207.86,m3/h,2026-03-05 02:44:03
1721,A200,Heat Exchanger,flow_rate,219.29,m3/h,2026-03-05 02:46:58
1159,A400,Steam Turbine,pressure,6.19,bar,2026-03-05 02:52:49
1919,A200,Heat Exchanger,flow_rate,220.75,m3/h,2026-03-05 02:54:29
1752,A100,Gas Compressor,temperature,50.78,C,2026-03-05 02:54:34
162,A200,Heat Exchanger,pressure,4.37,bar,2026-03-05 03:04:37
1807,A400,Steam Turbine,pressure,10.6,bar,2026-03-05 03:07:59
1004,A300,Water Pump,flow_rate,209.11,m3/h,2026-03-05 03:12:40
898,A200,Heat Exchanger,pressure,7.76,bar,2026-03-05 03:15:02
684,A200,Heat Exchanger,pressure,10.14,bar,2026-03-05 03:22:37
1591,A300,Water Pump,flow_rate,252.65,m3/h,2026-03-05 03:25:44
1338,A200,Heat Exchanger,pressure,10.76,bar,2026-03-05 03:28:44
571,A400,Steam Turbine,flow_rate,235.8,m3/h,2026-03-05 03:29:35
296,A100,Gas Compressor,pressure,6.86,bar,2026-03-05 03:30:34
1401,A200,Heat Exchanger,flow_rate,234.56,m3/h,2026-03-05 03:38:46
992,A100,Gas Compressor,flow_rate,286.08,m3/h,2026-03-05 03:40:04
814,A200,Heat Exchanger,flow_rate,245.19,m3/h,2026-03-05 03:46:56
135,A400,Steam Turbine,pressure,9.6,bar,2026-03-05 03:49:58
1266,A400,Steam Turbine,flow_rate,216.96,m3/h,2026-03-05 03:50:20
1009,A200,Heat Exchanger,pressure,5.78,bar,2026-03-05 03:53:40
984,A100,Gas Compressor,flow_rate,298.27,m3/h,2026-03-05 03:55:50
1295,A100,Gas Compressor,flow_rate,276.28,m3/h,2026-03-05 03:57:18
1390,A200,Heat Exchanger,flow_rate,270.34,m3/h,2026-03-05 03:58:00
1711,A300,Water Pump,temperature,72.14,C,2026-03-05 03:58:43
191,A300,Water Pump,temperature,44.13,C,2026-03-05 04:05:17
1794,A200,Heat Exchanger,pressure,5.78,bar,2026-03-05 04:06:05
896,A200,Heat Exchanger,flow_rate,200.79,m3/h,2026-03-05 04:06:46
598,A100,Gas Compressor,pressure,11.57,bar,2026-03-05 04:12:31
577,A400,Steam Turbine,pressure,4.23,bar,2026-03-05 04:16:28
127,A100,Gas Compressor,pressure,9.16,bar,2026-03-05 04:21:15
555,A300,Water Pump,flow_rate,277.26,m3/h,2026-03-05 04:24:33
1106,A200,Heat Exchanger,flow_rate,221.98,m3/h,2026-03-05 04:27:27
945,A200,Heat Exchanger,temperature,44.23,C,2026-03-05 04:31:37
1776,A300,Water Pump,temperature,51.05,C,2026-03-05 04:41:35
1275,A200,Heat Exchanger,temperature,48.4,C,2026-03-05 04:43:00
1397,A300,Water Pump,temperature,66.51,C,2026-03-05 04:47:20
819,A400,Steam Turbine,temperature,44.06,C,2026-03-05 04:48:39
353,A100,Gas Compressor,pressure,7.93,bar,2026-03-05 05:06:15
150,A300,Water Pump,pressure,4.12,bar,2026-03-05 05:08:54
492,A300,Water Pump,temperature,68.33,C,2026-03-05 05:09:28
423,A400,Steam Turbine,pressure,8.76,bar,2026-03-05 05:10:42
1035,A100,Gas Compressor,pressure,10.12,bar,2026-03-05 05:12:30
673,A200,Heat Exchanger,pressure,11.13,bar,2026-03-05 05:21:07
695,A300,Water Pump,flow_rate,288.78,m3/h,2026-03-05 05:22:11
964,A200,Heat Exchanger,pressure,7.07,bar,2026-03-05 05:29:40
1930,A400,Steam Turbine,flow_rate,251.37,m3/h,2026-03-05 05:33:30
1916,A200,Heat Exchanger,pressure,4.61,bar,2026-03-05 05:33:44
903,A200,Heat Exchanger,pressure,8.09,bar,2026-03-05 05:34:42
1141,A200,Heat Exchanger,flow_rate,216.4,m3/h,2026-03-05 05:50:42
1257,A100,Gas Compressor,temperature,69.58,C,2026-03-05 05:53:40
424,A100,Gas Compressor,temperature,34.14,C,2026-03-05 05:53:53
1391,A200,Heat Exchanger,temperature,37.78,C,2026-03-05 05:55:00
1936,A100,Gas Compressor,temperature,37.01,C,2026-03-05 05:59:22
257,A400,Steam Turbine,pressure,6.99,bar,2026-03-05 06:00:06
440,A200,Heat Exchanger,flow_rate,205.1,m3/h,2026-03-05 06:01:22
387,A400,Steam Turbine,pressure,8.4,bar,2026-03-05 06:03:25
157,A300,Water Pump,pressure,6.31,bar,2026-03-05 06:08:14
1119,A300,Water Pump,flow_rate,214.49,m3/h,2026-03-05 06:09:11
1444,A300,Water Pump,flow_rate,254.56,m3/h,2026-03-05 06:14:20
1394,A200,Heat Exchanger,flow_rate,255.89,m3/h,2026-03-05 06:19:18
95,A100,Gas Compressor,temperature,30.82,C,2026-03-05 06:33:10
1044,A400,Steam Turbine,pressure,5.71,bar,2026-03-05 06:34:12
877,A100,Gas Compressor,flow_rate,203.03,m3/h,2026-03-05 06:39:35
1943,A200,Heat Exchanger,flow_rate,213.19,m3/h,2026-03-05 06:41:19
1001,A400,Steam Turbine,pressure,5.44,bar,2026-03-05 06:42:25
1833,A400,Steam Turbine,temperature,61.83,C,2026-03-05 06:43:21
1638,A400,Steam Turbine,pressure,7.08,bar,2026-03-05 06:44:02
1620,A300,Water Pump,pressure,11.69,bar,2026-03-05 06:47:05
1689,A400,Steam Turbine,temperature,30.31,C,2026-03-05 06:49:27
597,A100,Gas Compressor,pressure,5.48,bar,2026-03-05 06:49:50
360,A400,Steam Turbine,temperature,68.56,C,2026-03-05 06:50:38
1972,A100,Gas Compressor,flow_rate,299.64,m3/h,2026-03-05 06:55:19
1262,A200,Heat Exchanger,temperature,67.41,C,2026-03-05 06:55:47
4,A300,Water Pump,temperature,69.59,C,2026-03-05 06:59:35
1838,A200,Heat Exchanger,flow_rate,275.87,m3/h,2026-03-05 07:03:05
1671,A100,Gas Compressor,temperature,70.08,C,2026-03-05 07:03:18
1687,A300,Water Pump,flow_rate,217.73,m3/h,2026-03-05 07:04:01
1881,A300,Water Pump,pressure,5.39,bar,2026-03-05 07:11:50
873,A300,Water Pump,pressure,9.82,bar,2026-03-05 07:17:16
961,A100,Gas Compressor,temperature,77.69,C,2026-03-05 07:32:57
1182,A300,Water Pump,flow_rate,201.38,m3/h,2026-03-05 07:35:16
1136,A300,Water Pump,pressure,8.76,bar,2026-03-05 07:38:40
356,A200,Heat Exchanger,temperature,56.75,C,2026-03-05 07:41:15
1862,A400,Steam Turbine,flow_rate,230.79,m3/h,2026-03-05 07:46:46
857,A300,Water Pump,flow_rate,276.26,m3/h,2026-03-05 07:47:18
1482,A400,Steam Turbine,flow_rate,223.94,m3/h,2026-03-05 07:54:32
35,A300,Water Pump,flow_rate,226.47,m3/h,2026-03-05 07:58:34
346,A400,Steam Turbine,flow_rate,239.24,m3/h,2026-03-05 07:59:01
1086,A400,Steam Turbine,temperature,60.4,C,2026-03-05 07:59:45
2,A400,Steam Turbine,temperature,61.18,C,2026-03-05 08:02:44
1735,A100,Gas Compressor,flow_rate,273.8,m3/h,2026-03-05 08:03:37
1243,A300,Water Pump,temperature,72.13,C,2026-03-05 08:10:04
1281,A300,Water Pump,pressure,9.97,bar,2026-03-05 08:11:19
925,A300,Water Pump,pressure,8.15,bar,2026-03-05 08:14:11
1270,A200,Heat Exchanger,pressure,10.25,bar,2026-03-05 08:23:42
1798,A200,Heat Exchanger,temperature,31.06,C,2026-03-05 08:26:19
509,A200,Heat Exchanger,temperature,40.06,C,2026-03-05 08:29:04
1461,A200,Heat Exchanger,temperature,42.2,C,2026-03-05 08:31:16
517,A400,Steam Turbine,temperature,73.02,C,2026-03-05 08:31:52
1472,A100,Gas Compressor,pressure,5.31,bar,2026-03-05 08:32:58
867,A200,Heat Exchanger,flow_rate,294.73,m3/h,2026-03-05 08:33:53
1508,A300,Water Pump,temperature,54.38,C,2026-03-05 08:44:23
1175,A400,Steam Turbine,pressure,4.32,bar,2026-03-05 08:45:03
1222,A100,Gas Compressor,flow_rate,235.15,m3/h,2026-03-05 08:45:20
1733,A100,Gas Compressor,temperature,59.74,C,2026-03-05 08:45:32
270,A400,Steam Turbine,pressure,6.22,bar,2026-03-05 08:45:56
1081,A400,Steam Turbine,pressure,10.36,bar,2026-03-05 08:50:01
267,A200,Heat Exchanger,pressure,8.64,bar,2026-03-05 08:51:28
948,A400,Steam Turbine,flow_rate,209.23,m3/h,2026-03-05 08:53:05
343,A200,Heat Exchanger,temperature,38.23,C,2026-03-05 08:55:13
1906,A300,Water Pump,pressure,7.69,bar,2026-03-05 09:02:37
1036,A200,Heat Exchanger,temperature,72.32,C,2026-03-05 09:06:33
1607,A200,Heat Exchanger,pressure,8.73,bar,2026-03-05 09:08:54
1353,A200,Heat Exchanger,flow_rate,205.5,m3/h,2026-03-05 09:12:14
1286,A200,Heat Exchanger,temperature,41.97,C,2026-03-05 09:16:05
459,A200,Heat Exchanger,temperature,76.52,C,2026-03-05 09:20:45
681,A200,Heat Exchanger,temperature,60.41,C,2026-03-05 09:21:51
831,A100,Gas Compressor,pressure,11.7,bar,2026-03-05 09:23:50
1427,A300,Water Pump,pressure,10.79,bar,2026-03-05 09:24:29
927,A400,Steam Turbine,temperature,49.72,C,2026-03-05 09:27:06
1542,A100,Gas Compressor,flow_rate,237.64,m3/h,2026-03-05 09:29:06
326,A100,Gas Compressor,temperature,46.26,C,2026-03-05 09:40:31
1779,A200,Heat Exchanger,flow_rate,207.82,m3/h,2026-03-05 09:42:33
195,A200,Heat Exchanger,flow_rate,290.62,m3/h,2026-03-05 09:52:01
1994,A100,Gas Compressor,flow_rate,267.31,m3/h,2026-03-05 09:57:56
457,A300,Water Pump,flow_rate,219.41,m3/h,2026-03-05 09:59:21
10,A100,Gas Compressor,temperature,37.17,C,2026-03-05 09:59:27
415,A300,Water Pump,flow_rate,210.82,m3/h,2026-03-05 10:04:18
1928,A300,Water Pump,temperature,30.36,C,2026-03-05 10:12:37
1515,A100,Gas Compressor,pressure,10.87,bar,2026-03-05 10:21:31
1453,A300,Water Pump,flow_rate,247.41,m3/h,2026-03-05 10:23:57
683,A300,Water Pump,flow_rate,204.44,m3/h,2026-03-05 10:25:41
1258,A400,Steam Turbine,temperature,39.32,C,2026-03-05 10:26:31
147,A200,Heat Exchanger,flow_rate,209.96,m3/h,2026-03-05 10:34:36
119,A200,Heat Exchanger,pressure,10.82,bar,2026-03-05 10:37:08
478,A300,Water Pump,pressure,11.73,bar,2026-03-05 10:40:21
986,A300,Water Pump,temperature,60.1,C,2026-03-05 10:42:19
241,A200,Heat Exchanger,flow_rate,247.98,m3/h,2026-03-05 10:54:11
682,A100,Gas Compressor,temperature,46.83,C,2026-03-05 10:54:22
1292,A400,Steam Turbine,flow_rate,280.38,m3/h,2026-03-05 10:56:26
1579,A400,Steam Turbine,flow_rate,294.76,m3/h,2026-03-05 11:02:44
406,A300,Water Pump,pressure,6.1,bar,2026-03-05 11:05:08
1674,A300,Water Pump,flow_rate,231.3,m3/h,2026-03-05 11:05:24
1151,A200,Heat Exchanger,temperature,65.29,C,2026-03-05 11:07:51
1073,A400,Steam Turbine,temperature,70.24,C,2026-03-05 11:08:49
753,A300,Water Pump,flow_rate,240.87,m3/h,2026-03-05 11:14:07
304,A400,Steam Turbine,temperature,35.78,C,2026-03-05 11:15:57
1975,A200,Heat Exchanger,pressure,4.23,bar,2026-03-05 11:17:29
1133,A400,Steam Turbine,temperature,45.11,C,2026-03-05 11:18:42
1662,A200,Heat Exchanger,pressure,5.84,bar,2026-03-05 11:19:02
238,A300,Water Pump,pressure,10.9,bar,2026-03-05 11:24:37
1174,A100,Gas Compressor,temperature,68.14,C,2026-03-05 11:49:06
832,A100,Gas Compressor,flow_rate,234.47,m3/h,2026-03-05 11:51:20
940,A200,Heat Exchanger,flow_rate,242.45,m3/h,2026-03-05 11:52:40
1791,A200,Heat Exchanger,temperature,61.45,C,2026-03-05 11:59:52
186,A400,Steam Turbine,pressure,11.21,bar,2026-03-05 12:04:22
643,A100,Gas Compressor,temperature,63.93,C,2026-03-05 12:06:35
458,A100,Gas Compressor,pressure,8.59,bar,2026-03-05 12:06:56
1323,A100,Gas Compressor,temperature,37.61,C,2026-03-05 12:06:56
1583,A100,Gas Compressor,temperature,41.13,C,2026-03-05 12:08:26
960,A100,Gas Compressor,pressure,7.28,bar,2026-03-05 12:17:06
773,A300,Water Pump,flow_rate,227.95,m3/h,2026-03-05 12:18:33
1434,A100,Gas Compressor,temperature,43.41,C,2026-03-05 12:18:43
1268,A300,Water Pump,pressure,10.15,bar,2026-03-05 12:19:46
1593,A100,Gas Compressor,temperature,31.03,C,2026-03-05 12:20:40
775,A300,Water Pump,temperature,48.3,C,2026-03-05 12:21:07
1861,A300,Water Pump,temperature,47.18,C,2026-03-05 12:23:44
664,A400,Steam Turbine,temperature,32.92,C,2026-03-05 12:24:51
142,A300,Water Pump,flow_rate,239.84,m3/h,2026-03-05 12:25:22
1529,A100,Gas Compressor,flow_rate,202.8,m3/h,2026-03-05 12:39:13
901,A300,Water Pump,temperature,43.56,C,2026-03-05 12:39:17
687,A100,Gas Compressor,temperature,37.05,C,2026-03-05 12:41:58
1521,A400,Steam Turbine,flow_rate,237.31,m3/h,2026-03-05 12:45:56
1639,A100,Gas Compressor,pressure,9.17,bar,2026-03-05 12:51:49
284,A100,Gas Compressor,pressure,6.35,bar,2026-03-05 12:56:52
393,A400,Steam Turbine,temperature,56.03,C,2026-03-05 13:07:37
1290,A300,Water Pump,flow_rate,272.74,m3/h,2026-03-05 13:09:50
918,A400,Steam Turbine,temperature,72.92,C,2026-03-05 13:10:37
151,A200,Heat Exchanger,temperature,42.6,C,2026-03-05 13:15:16
1478,A100,Gas Compressor,temperature,78.24,C,2026-03-05 13:16:51
206,A100,Gas Compressor,pressure,7.24,bar,2026-03-05 13:23:28
105,A200,Heat Exchanger,temperature,43.47,C,2026-03-05 13:27:47
1900,A300,Water Pump,pressure,7.62,bar,2026-03-05 13:42:38
1902,A100,Gas Compressor,temperature,78.8,C,2026-03-05 13:43:26
